,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
4631,21-151295,Mairie de Maripa-Soula,None, Mastergie NDIDISA,,,Promenade du Lawa,97370,Maripa-Soula,,05-94-37-21-50,,05-94-37-21-97,direction.atelieragro@ville-maripa-soula.fr,http://maripasoula.e-marchespublics.com,http://maripasoula.e-marchespublics.com,,,,,False,False,,False,False
4632,21-151296,Mairie de domont,None,"M. DE SUTTER Laurianne, Mairie de DOMONT",,,47 rue de la mairie,95330,Domont,,,,,,https://www.ville-domont.fr,https://marches.maximilien.fr,,,,,False,False,,False,False
4633,21-151297,CHU-Hôpitaux de Rouen,None,"Mme DESJARDINS Véronique, CHU de Rouen",Cellule juridique des contrats,,1 rue de Germont,76031,Rouen cedex,,02-32-88-80-23,,,cellule.marches@chu-rouen.fr,https://www.chu-rouen.fr/,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
4634,21-151299,Ministère de la Justice et des Liberté,None,"Mlle Kling Oceane, Cheffe de projets immobiliers",,,Britannia 20 boulevard eugène deruelle,69003,Lyon3,,07-78-95-22-79,,,oceane.kling@justice.gouv.fr,,,,,,,False,False,,False,False
4635,21-151300,Ministère de l'agriculture,None,,,FR,"78, rue de Varenne",75349,Paris 07 sp,,,,,helene.peillet@agriculture.gouv.fr,https://www.marches-publics.gouv.fr/,,,,,,False,True,,False,True
4636,21-151301,Ville de Mâcon,None,,,FRC13,Hôtel de Ville - Quai Lamartine,71018,Macon cedex,,,,,concessionsmp@ville-macon.fr,https://www.macon.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_6sjYRd4o8a,https://www.achatpublic.com,,False,True,,False,True
4637,21-151302,MINARM/DGA/DO/S2A,15000026300023,M. MINISTERE DES ARMEES DGA/DO/S2A/PROD/DA-BA,,,Ministère des armées - Direction générale de l'armement - Direction des opérations - Service des achats d'armement / division achats /Toulouse/Balma 47 rue Saint Jean CS 93123,31131,Balma cedex,,,,,dga-s2a-toulouse.achats.fct@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
4638,21-151303,Ville de Biot,None,,"Jean-Pierre DERMIT, Maire de la Ville de BIOT",FRL03,8-10 route de Valbonne,06410,Biot,,(+33) 4-92-91-22-61,,(+33) 4-93-65-18-09,marches-publics@biot.fr,http://www.biot.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
4639,21-151304,CNIL,None,"M. RIPOLLES Eddy, Juriste acheteur",,,3 Place de fontenoy,75007,Paris,,01-53-73-25-00,,,finances@cnil.fr,https://www.cnil.fr/,,,,,,False,False,,False,False
4640,21-151305,DEPARTEMENT DE LA MAYENNE,None, le Président,,,"39 rue Mazagran, CS 21429",53014,LAVAL,,02-43-66-54-19,,,sjmpa@lamayenne.fr,http://www.lamayenne.fr,https://www.lamayenne.fr,,,,,False,False,,False,False
4641,21-151306,ESTEREL Cote d'azur agglomération,20003531900108,,,FRL05,624 Chemin Aurélien,83700,Saint Raphael,,,,,marches.publics@esterelcotedazur-agglo.fr,http://www.cavem.fr/,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
4642,21-151307,COMMUNAUTE D AGGLO DU PAYS AJACCIEN,24201005600073,,,FRM,"18 rue Antoine Sollacaro, Immeuble Alban, bât G et H",20000,Ajaccio,,(+33) 4-95-52-53-04,,(+33) 4-95-52-53-18,correspondre@aws-france.com,http://www.ca-ajaccien.corsica,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
4643,21-151308,CENTRE HOSPITALIER SAINT BRIEUC,26220009000013,,,FRH01,"10, rue Marcel Proust",22027,Saint-Brieuc,,,,,correspondre@aws-france.com,https://www.ch-stbrieuc.fr/,http://agysoft.marches-publics.info/,,http://agysoft.marches-publics.info/,http://agysoft.marches-publics.info/,,False,True,,False,True
4644,21-151309,Conseil départemental de l'Essonne,None," Durovray François, Président",,,Boulevard de France,91012,Évry-Courcouronnes,,,,,daja-scp@cd-essonne.fr,https://www.essonne.fr/,https://www.marches-publics.info,,,,,False,False,,False,False
4645,21-151310,COLLECTIVITE DE CORSE,20007695800012,,,FRM,"Direction de la Commande Publique, Hôtel de la Collectivité de Corse, 22 cours Grandval",20187,Ajaccio,,,,,correspondre@aws-france.com,http://www.isula.corsica,http://www.isula.corsica,,http://www.isula.corsica,http://www.isula.corsica,,False,True,,False,True
4646,21-151311,COLLECTIVITE DE CORSE,20007695800012,,,FRM,"Direction de la Commande Publique, Hôtel de la Collectivité de Corse, 22 cours Grandval",20187,Ajaccio,,,,,correspondre@aws-france.com,http://www.isula.corsica,http://www.isula.corsica,,http://www.isula.corsica,http://www.isula.corsica,,False,True,,False,True
4647,21-151312,SIVOM CREA GEST EQPT SUR TERRITOIRE CO,None," VIARD Annie, Présidente du SIVOM CONCHES - GUERMANTES",,,Rue du Fort du Bois,77600,CONCHES SUR GONDOIRE,,01-64-12-20-27,,,contact@sivom77600.com,http://www.sivom77600.com/,http://www.sivom77600.com/,,,,,False,False,,False,False
4648,21-151313,Département du Val de Marne,None,,"M. le Président du Conseil Départemental,",FR107,Direction des Services de l'Environnement et de l'Assainissement,94054,Créteil Cedex,,,,,dsea-fax-sgfm@valdemarne.fr,http://www.valdemarne.fr,http://www.valdemarne.fr/marchespublics,,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=798460&orgAcronyme=a8z,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=798460&orgAcronyme=a8z,https://www.maximilien.fr,False,True,,False,True
4649,21-151314,CONSEIL REGIONAL HAUTS DE FRANCE,20005374200017,,,FRE11,"151, avenue du Président Hoover",59555,Lille,,,,,correspondre@aws-france.com,https://www.hautsdefrance.fr/marches-publics-appels-d-offres/,https://agysoft.marches-publics.info,,https://agysoft.marches-publics.info,https://agysoft.marches-publics.info,,False,True,,False,True
4650,21-151315,CD 44,None," MENARD Michel, Président du Conseil Départemental",,,3 quai Ceineray BP 94109,44041,NANTES,,,,,contactmarchespublics@loire-atlantique.fr,https://www.loire-atlantique.fr,http://marches.loire-atlantique.fr,,,,,False,False,,False,False
4651,21-151316,INST NATIO SCIENCES APPLIQUEES ROUEN,None,,,FRD22,685 Avenue de l'Université,76801,Saint etienne du rouvray,,(+33) 2-32-95-65-20,,,marche.public@insa-rouen.fr,https://www.insa-rouen.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
4652,21-151317,Le Grand Narbonne,None, Monsieur le Président,,,"12 boulevard Frédéric Mistral, CS50100",11785,NARBONNE,,,,,correspondre@aws-france.com,http://www.legrandnarbonne.com/,https://marchespublics.aude.fr,,,,,False,False,,False,False
4653,21-151318,COMMUNE DE BARENTIN,None," BOUILLON Christophe, Maire",,,Place de la Libération BP 12,76360,BARENTIN,,02-32-94-90-29,,,correspondre@aws-france.com,http://www.ville-barentin.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
4654,21-151319,Sète agglopôle Méditerrannée,20006635500013,,,FRJ13,"4, avenue d'Aigues",34110,Frontignan,,,,,correspondre@aws-france.com,http://www.agglopole.fr/,http://www.agglopole.fr/,,,,,False,True,,False,True
4655,21-151320,DEPARTEMENT DE L ISERE,22380001200013,,,FRK24,7 rue Fantin Latour,38022,Grenoble,,(+33) 4-76-00-38-38,,(+33) 4-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,,,,False,True,,False,True
4656,21-151321,DEPARTEMENT DE L ISERE,22380001200013,,,FRK24,7 rue Fantin Latour,38022,Grenoble,,(+33) 4-76-00-38-38,,(+33) 4-76-00-38-35,marches-publics@isere.fr,https://www.isere.fr/,https://www.marches-publics.info,,,,,False,True,,False,True
4657,21-151322,Ville d'Arles,None," de Carolis Patrick, Maire",,,Hôtel de ville BP 90196,13637,Arles,,,,,correspondre@aws-france.com,http://www.ville-arles.fr,http://marches-publics.info,,,,,False,False,,False,False
4658,21-151323,COMMUNE DE GARDANNE,21130041300013,,,FRL04,"Hôtel de Ville, Cours de la république",13120,Gardanne,,(+33) 4-42-51-78-92,,,correspondre@aws-france.com,http://www.ville-gardanne.fr,https://agysoft.marches-publics.info,,,,,False,True,,False,True
4659,21-151324,Ville d'Arles,None," de Carolis Patrick, Maire",,,Hôtel de ville BP 90196,13637,Arles,,,,,correspondre@aws-france.com,http://www.ville-arles.fr,http://marches-publics.info,,,,,False,False,,False,False
4660,21-151325,SOC EXPL MUTUALISEE EAU ENVIR RESEAUX,30361573600103,,,FRK14,"2 Rue Richard Wagner, Peer",63200,Riom,,,,,marchespublics@semerap.fr,https://www.semerap.fr,http://www.marches-publics.info/,,,,,False,True,,False,True
4661,21-151326,Ville d'Allonzier la Caille,None," CAUQUOZ Jean-Pierre, Maire",,,1 route de Sous le Mont,74350,ALLONZIER,,,,,mairie@allonzierlacaille.fr,http://www.mp74.fr,http://www.mp74.fr,,,,,False,False,,False,False
4662,21-151327,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,None,"M. FERREIRA Jorge, Responsable cellule marchés",,,47/83 Boulevard de l'hôpital - cour du marché - porte 4,75651,Paris cedex 13,,01-42-17-61-82,,01-42-17-60-90,ghps.marche@psl.aphp.fr,http://www.aphp.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
4663,21-151328,commune d'Ambierle,21420003200016,,,FRK25,Le Prieuré,42820,Ambierle,,(+33) 4-77-65-60-67,,(+33) 4-77-65-66-99,contact@mairieambierle.fr,http://www.ambierle.fr,http://www.loire.fr/e-marchespublics,,http://www.loire.fr/e-marchespublics,http://www.loire.fr/e-marchespublics,,False,True,,False,True
4664,21-151329,Mairie de Cestas,None,"Mlle M'NEMOI Nelida, Mairie de Cestas",,,2 Avenue du baron Haussmann,33610,Cestas,,,,,,https://www.mairie-cestas.fr/les-marches-publics/,,,,,,False,False,,False,False
4665,21-151330,CA Ventoux Comtat Venaissin,None,,Service de commande publique,FRL06,1171 av Mont Ventoux,84203,Carpentras,,(+33) 4-90-67-10-13,,,commande-publique@lacove.fr,https://lacove.fr,https://lacove.e-marchespublics.com,,https://lacove.e-marchespublics.com,https://lacove.e-marchespublics.com/dossier_de_consultation_electronique_31226_823875.html,,False,True,,False,True
4666,21-151331,FONDATION PARTENARIALE POLYTECH,None,,,FR,"58, Charles Livon",13007,Marseilles,,(+33) 2-40-68-32-74,,,marchepublic.fondation@polytech-reseau.org,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,http://www.klekoon.com,http://www.klekoon.com,False,True,,False,True
4667,21-151332,Département des Pyrénées-Atlantiques,None,Mme MOUREU-ANECOT Colette,,,64 avenue Jean Biray,64058,Pau,,,,,laure.labatut@le64.fr,https://eadministration.lafibre64.fr,,,,,,False,False,,False,False
4668,21-151333,SYND SCOL MENESQUEVILLE-TOUFFREVILLE,None,"Mme FERET Béatrice, La Présidente du Syndicat",,,"6 bis, rue Général De Gaulle",27850,MENESQUEVILLE,,,,,syndicatscolaire@gmail.com,http://www.menesqueville.fr,http://www.marches-publics.info,,,,,False,False,,False,False
4669,21-151334,CHU DUPUYTREN,None,"Mme BARDONNEAU Corinne, CHU de Limoges",,,2 avenue Martin Luther King,87042,Limoges cedex,,,,,,http://chu-limoges.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
4670,21-151336,Département des Pyrénées-Atlantiques,None,Mme MOUREU-ANECOT Colette,,,64 avenue Jean Biray,64058,Pau,,,,,,https://eadministration.lafibre64.fr,,,,,,False,False,,False,False
4671,21-151337,SDE04,250400710,,,FRL01,5 avenue bad mergentheim,04000,DIGNE LES BAINS,,(+33) -04-92-32-32-32,,,marches-publics@sde04.fr,http://www.sudest-marchespublics.com,,,,,,True,False,,False,True
4672,21-151338,Maison de Retraite Debrou,None,,,FRB04,12 rue Debrou,37300,Joué-lès-tours,,(+33) 2-47-68-41-41,,,directeur@mrdebrou.com,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,True,,False,True
4673,21-151339,SPL Terre d'Argence,None,"M. MARTINEZ Juan, Président Directeur Général",,,1 avenue de la croix blanche,30300,Beaucaire,,,,,celine.albouy@territoire30.com,,https://segard.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
4674,21-151340,CA EVREUX PORTES DE NORMANDIE,None, Service Commande Publique,,,"9, rue Voltaire CS 40423",27004,EVREUX CEDEX,,02-32-31-92-91,,02-32-31-92-28,marches@epn-agglo.fr,https://marchespublics.eure.fr,https://marchespublics.eure.fr,,,,,False,False,,False,False
4675,21-151341,Département des Pyrénées-Atlantiques,None,Mme isabelle FERREIRA DE ALMEiDA,,,64 avenue Jean Biray,64058,Pau cedex 9,,,,,,https://eadministration.lafibre64.fr,,,,,,False,False,,False,False
4676,21-151342,COM DE COMMUNES DU BSN DE POMPEY,None,,,FRF31,RUE DES QUATRE ÉLÉMENTS,54340,POMPEY,,,,,marches@bassinpompey.fr,https://www.xmarches.fr,https://www.xmarches.fr/entreprise/detailConsultation.php?key=19910,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=19910,https://www.xmarches.fr/entreprise/detailConsultation.php?key=19910,,False,True,,False,True
4677,21-151343,SMIC17,None, Claire ZONCA,,,2 rue des Rochers,17100,Saintes,,(+33) 5-46-92-39-05,,,c.zonca@soluris.fr,http://www.soluris.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
4678,21-151344,Conseil National Ordre Des Pharmaciens,None,,,FR101,4 avenue Ruysdael,75008,Paris,,(+33) 1-56-21-34-34,,,achats-daf@ordre.pharmacien.fr,http://www.ordre.pharmacien.fr/,http://ordre-pharmacien.e-marchespublics.com,,http://ordre-pharmacien.e-marchespublics.com,http://ordre-pharmacien.e-marchespublics.com,,False,True,,False,True
4679,21-151345,COMMUNAUTE DE COMMUNES DES SABLONS,None, Nathalie RAVIER,,,2 rue de Méru,60175,Villeneuve Les Sablons,,(+33) 3-44-22-01-60,,(+33) 3-44-22-21-88,marchespublics@cc-sablons.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
4680,21-151346,CENTRE HOSPITALIER REG DE MARSEILLE,None,,,FRL04,80 rue Brochier,13354,Marseille,,(+33) 4-91-38-28-98,,(+33) 4-91-38-19-22,da-informatiquetelecom@ap-hm.fr,http://fr.ap-hm.fr/,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=858800&orgAcronyme=x7c,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&searchAnnCons,,False,True,,False,True
4681,21-151347,UNIVERSITÉ GRENOBLE ALPES,None,,,FRK24,"34, rue Gustave Eiffel, F",38028,Grenoble,,(+33) 4-76-70-97-97,,,f.aigouy@elegia-groupe.fr,http://Elegia.achatpublic.com,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_zEYtjOvZdF,http://elegia.achatpublic.com,,False,True,,False,True
4682,21-151348,SM d'Assainissement des Sablons,None,,,FRE22,2 rue de Méru,60175,Villeneuve les Sablons,,(+33) 3-44-22-01-60,,,marchespublics@cc-sablons.fr,http://www.cc-sablons.com,https://www.marches-securises.fr/perso/adico/,,,,,False,True,,False,True
4683,21-151349,COM DE COMMUNES VIENNE ET GARTEMPE,20007004300019,,Service juridique et de la commande publique,FRI34,6 rue Daniel CormierBP 20017,86500,Montmorillon,,(+33) 5-49-91-35-40,,,commande.publique@ccvg86.fr,https://www.vienneetgartempe.fr/,https://www.marches-securises.fr,,https://www.marches-securises.fr/,https://www.marches-securises.fr,https://www.marches-securises.fr/,False,True,,False,True
4684,21-151351,Conseil Général de Saône-et-Loire,22710001300688,,,FRC13,DAJ - Pôle Contrats - Concurrence - Espace Duhesme - 18 rue de Flacé - CS 70126,71026,Mâcon cedex 9,,,,(+33) 3-85-39-76-52,daj-pcc@saoneetloire71.fr,http://www.saoneetloire71.fr,https://marches.ternum-bfc.fr,,https://marches.ternum-bfc.fr,https://marches.ternum-bfc.fr,,False,True,,False,True
4685,21-151352,Ville de Garges-lès-Gonesse,21950268900017,,Service de la commande publique,FR108,8 place de l'hôtel de ville BP 2,95141,Garges lès gonesse,,(+33) 1-80-11-15-66,,(+33) 1-34-53-32-02,marches@villedegarges.com,http://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
4686,21-151353,EPCC du Château de La Roche-Guyon,None,,,FR10,"CHATEAU LA ROCHE GUYON, 1 RUE DE L'AUDIENCE",95780,La roche-guyon,,(+33) 1-34-79-74-42,,,edithcouderc@chateaudelarocheguyon.fr,https://www.chateaudelarocheguyon.fr/,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,True,,False,True
4687,21-151354,HOPITAUX UNIVERSITAIRES DE STRASBOURG,None, Marchés Cellule des,,,64 avenue du Professeur René Leriche,67500,Haguenau,,03-88-06-34-94,,03-88-06-30-46,celluledesmarches@ch-haguenau.fr,,https://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
4688,21-151355,Centre Hospitalier de Valence,26260013300082,,,FRK23,"179 boulevard Maréchal Juin, Service Pharmacie",26959,Valence,,(+33) 4-75-75-81-87,,(+33) 4-75-75-75-36,marchepharm@ch-valence.fr,http://www.aobtp.net/chv,http://www.aobtp.net/chv,,http://www.aobtp.net/chv,http://www.aobtp.net/chv,,True,False,,False,True
4689,21-151356,DEPARTEMENT DE LA GIRONDE,22330001300016,,,FRI12,"Esplanade Charles de Gaulle, Cs 71223",33074,Bordeaux,,(+33) 5-56-99-33-33,,,dgar-dasj-scp@gironde.fr,http://www.gironde.fr,http://www.marches-publics.gironde.fr/,,http://www.marches-publics.gironde.fr/,http://www.marches-publics.gironde.fr/,,False,True,,False,True
4690,21-151357,Mairie de BRIVE LA GAILLARDE,21190310900018,,,FRI21,Place Jean Charbonnel,19312,Brive,,(+33) 5-55-92-39-39,,,marchespublics@agglodebrive.fr,https://www.marches-publics.info/,https://www.marches-publics.info/,,https://www.marches-publics.info/,https://www.marches-publics.info/,,False,True,,False,True
4691,21-151358,Centre Hospitalier de Digne-les-Bains,26040358900013,,,FRL01,"Cellule des Marchés, Quartier St Christophe",04000,Digne Les Bains,,(+33) 4-92-30-15-01,,(+33) 4-92-30-14-88,correspondre@aws-france.com,http://ch-digne.fr,http://ch-digne.fr,,http://ch-digne.fr,http://ch-digne.fr,,False,True,,False,True
4692,21-151359,Commune d'Ancenis-Saint-Géréon,None," ORHON Remy, Le Maire",,,"Hôtel de Ville, Place Maréchal Foch, CS 30217",44156,Ancenis-Saint-Géréon,,02-40-83-87-00,,02-40-96-33-22,mairie@ancenis-saint-gereon.fr,https://www.ancenis-saint-gereon.fr,,,,,,False,False,,False,False
4693,21-151360,Communauté de Communes de l'Embrunais,None,Mme RUIZ Caroline,,,ZA Pralong-Pôle déchets,05200,EMBRUN,,04-92-43-76-22,,,c.ruiz@smictom05.fr,http://www.ccserreponcon.com,http://www.ccserreponcon.com,,,,,False,False,,False,False
4694,21-151361,COMMUNAUTE D AGL D HENIN CARVIN,None," PILCH CHRISTOPHE, Président",,,242 Boulevard Schweitzer BP 129,62253,HENIN BEAUMONT CEDEX,,03-21-79-72-23,,03-21-49-75-20,servicemarchespublics@agglo-henincarvin.fr,http://www.agglo-henincarvin.fr/,http://www.marches-publics.info/,,,,,False,False,,False,False
4695,21-151362,SDEC ENERGIE,20004593800012,,,FRD11,"Esplanade Brillaud de Laujardière, Cs 75046",14077,Caen,,(+33) 2-31-06-61-61,,,jdaniel@sdec-energie.fr,https://www.sdec-energie.fr/,https://www.marches-publics.info/,,https://www.marches-publics.info/,https://www.marches-publics.info/,,True,False,,False,True
4696,21-151363,COLLECTIVITE TERRITORIALE DE GUYANE,20005267800014,,,FRY3,"Hôtel de la Collectivité Territoriale de Guyane, Carrefour de Suzini, Cs 47025",97307,Cayenne,,(+33) 5-94-30-06-00,,(+33) 5-94-31-95-22,correspondre@aws-france.com,https://www.ctguyane.fr/,http://agysoft.marches-publics.info/,,http://agysoft.marches-publics.info/,http://agysoft.marches-publics.info/,,False,True,,False,True
4697,21-151364,CAISSE DES DEPOTS,18002002600019,,,FR101,56 rue de Lille,75007,Paris,,,,,correspondre@aws-france.com,http://www.caissedesdepots.fr,https://caissedesdepots.marches-publics.info,,https://caissedesdepots.marches-publics.info,https://caissedesdepots.marches-publics.info,,False,True,,False,True
4698,21-151365,DESTINATION AMNEVILLE,None," MELCHIOR Hervé, directeur général",,,2 rue de l'Europe,57360,AMNEVILLE,,03-87-66-07-70,,,correspondre@aws-france.com,http://www.destination-amneville.com,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
4699,21-151366,CNAMTS,None,,CLAIRE Sybil,FR101,50 av Prof André Lemierre,75986,Paris cedex 20,,(+33) 1-72-60-21-17,,,sybil.claire@assurance-maladie.fr,http://Achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
4700,21-151367,Communauté de Communes du Clermontais,24340035500034,,,FRJ13,"Espace Marcel Vidal, 20 avenue Raymond Lacombe",34800,Clermont L'Herault,,(+33) 4-67-88-95-50,,,correspondre@aws-france.com,http://www.cc-clermontais.fr,http://www.midilibre-marches.com,,http://www.midilibre-marches.com,http://www.midilibre-marches.com,,False,True,,False,True
4701,21-151368,COUR D APPEL DE BESANCON,None,"Mme LABBEZ Alexandra, Responsable de la gestion des achats publics",,,1 rue mégévand,25000,Besancon,,03-81-65-19-20,,,mp.sar.ca-besancon@justice.fr,,,,,,,False,False,,False,False
4702,21-151369,CAISSE DES ECOLES 15EME ARRONDISSEMENT,None,,Service des marchés publics Mme HABRI Linda,FR101,154 rue Lecourbe,75015,Paris,,(+33) 1-53-68-96-73,,,marchespublic@cde15.fr,https://www.cde15.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_H1wKQ3bhBO,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_H1wKQ3bhBO,,False,True,,False,True
